query_accession	run_accession	sample_accession	fastq_url
ERS6421891	ERR5917997	SAMEA8742309	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5917997/ERR5917997_1.fastq.gz
ERS6421891	ERR5917997	SAMEA8742309	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5917997/ERR5917997_2.fastq.gz
ERS5297980	ERR4808990	SAMEA7541527	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4808990/ERR4808990_1.fastq.gz
ERS5297980	ERR4808990	SAMEA7541527	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4808990/ERR4808990_2.fastq.gz
ERS5281576	ERR4796645	SAMEA7525101	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4796645/ERR4796645_1.fastq.gz
ERS5281576	ERR4796645	SAMEA7525101	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4796645/ERR4796645_2.fastq.gz
ERS5320689	ERR4831742	SAMEA7564057	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4831742/ERR4831742_1.fastq.gz
ERS5320689	ERR4831742	SAMEA7564057	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4831742/ERR4831742_2.fastq.gz
ERS5319998	ERR4830925	SAMEA7563365	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4830925/ERR4830925_1.fastq.gz
ERS5319998	ERR4830925	SAMEA7563365	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4830925/ERR4830925_2.fastq.gz
ERS3372037	ERR3287822	SAMEA5570016	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287822/ERR3287822_1.fastq.gz
ERS3372037	ERR3287822	SAMEA5570016	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287822/ERR3287822_2.fastq.gz
ERS5320742	ERR4831795	SAMEA7564110	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4831795/ERR4831795_1.fastq.gz
ERS5320742	ERR4831795	SAMEA7564110	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4831795/ERR4831795_2.fastq.gz
ERS5300682	ERR4810964	SAMEA7544024	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4810964/ERR4810964_1.fastq.gz
ERS5300682	ERR4810964	SAMEA7544024	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4810964/ERR4810964_2.fastq.gz
ERS5282706	ERR4797680	SAMEA7526233	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4797680/ERR4797680_1.fastq.gz
ERS5282706	ERR4797680	SAMEA7526233	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4797680/ERR4797680_2.fastq.gz
ERS5282004	ERR4796988	SAMEA7525530	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4796988/ERR4796988_1.fastq.gz
ERS5282004	ERR4796988	SAMEA7525530	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4796988/ERR4796988_2.fastq.gz
ERS3371663	ERR3287448	SAMEA5569641	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287448/ERR3287448_1.fastq.gz
ERS3371663	ERR3287448	SAMEA5569641	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287448/ERR3287448_2.fastq.gz
ERS3371741	ERR3287526	SAMEA5569719	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287526/ERR3287526_1.fastq.gz
ERS3371741	ERR3287526	SAMEA5569719	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287526/ERR3287526_2.fastq.gz
ERS5281928	ERR4796912	SAMEA7525454	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4796912/ERR4796912_1.fastq.gz
ERS5281928	ERR4796912	SAMEA7525454	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4796912/ERR4796912_2.fastq.gz
ERS2394677	ERR2510361	SAMEA1101632	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510361/ERR2510361_1.fastq.gz
ERS2394677	ERR2510361	SAMEA1101632	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510361/ERR2510361_2.fastq.gz
ERS5282429	ERR4797405	SAMEA7525956	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4797405/ERR4797405_1.fastq.gz
ERS5282429	ERR4797405	SAMEA7525956	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4797405/ERR4797405_2.fastq.gz
ERS5318075	ERR4829002	SAMEA7561440	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4829002/ERR4829002_1.fastq.gz
ERS5318075	ERR4829002	SAMEA7561440	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4829002/ERR4829002_2.fastq.gz
ERS5303450	ERR4813290	SAMEA7546795	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4813290/ERR4813290_1.fastq.gz
ERS5303450	ERR4813290	SAMEA7546795	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4813290/ERR4813290_2.fastq.gz
ERS6403378	ERR8975808	SAMEA8718933	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/008/ERR8975808/ERR8975808_1.fastq.gz
ERS6403378	ERR8975808	SAMEA8718933	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/008/ERR8975808/ERR8975808_2.fastq.gz
ERS5281578	ERR4796647	SAMEA7525103	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4796647/ERR4796647_1.fastq.gz
ERS5281578	ERR4796647	SAMEA7525103	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4796647/ERR4796647_2.fastq.gz
ERS5320101	ERR4831028	SAMEA7563469	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4831028/ERR4831028_1.fastq.gz
ERS5320101	ERR4831028	SAMEA7563469	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4831028/ERR4831028_2.fastq.gz
ERS5303144	ERR4812984	SAMEA7546489	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4812984/ERR4812984_1.fastq.gz
ERS5303144	ERR4812984	SAMEA7546489	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4812984/ERR4812984_2.fastq.gz
ERS5301043	ERR4811325	SAMEA7544385	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811325/ERR4811325_1.fastq.gz
ERS5301043	ERR4811325	SAMEA7544385	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811325/ERR4811325_2.fastq.gz
ERS5303445	ERR4813285	SAMEA7546790	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4813285/ERR4813285_1.fastq.gz
ERS5303445	ERR4813285	SAMEA7546790	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4813285/ERR4813285_2.fastq.gz
ERS5281284	ERR4796353	SAMEA7524809	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4796353/ERR4796353_1.fastq.gz
ERS5281284	ERR4796353	SAMEA7524809	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4796353/ERR4796353_2.fastq.gz
ERS5303609	ERR4813449	SAMEA7546955	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4813449/ERR4813449_1.fastq.gz
ERS5303609	ERR4813449	SAMEA7546955	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4813449/ERR4813449_2.fastq.gz
ERS5303525	ERR4813365	SAMEA7546870	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4813365/ERR4813365_1.fastq.gz
ERS5303525	ERR4813365	SAMEA7546870	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4813365/ERR4813365_2.fastq.gz
ERS5303485	ERR4813325	SAMEA7546830	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4813325/ERR4813325_1.fastq.gz
ERS5303485	ERR4813325	SAMEA7546830	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4813325/ERR4813325_2.fastq.gz
ERS5319690	ERR4830617	SAMEA7563057	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4830617/ERR4830617_1.fastq.gz
ERS5319690	ERR4830617	SAMEA7563057	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4830617/ERR4830617_2.fastq.gz
ERS3372044	ERR3287829	SAMEA5570023	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287829/ERR3287829_1.fastq.gz
ERS3372044	ERR3287829	SAMEA5570023	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287829/ERR3287829_2.fastq.gz
ERS5304044	ERR4813884	SAMEA7547390	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4813884/ERR4813884_1.fastq.gz
ERS5304044	ERR4813884	SAMEA7547390	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4813884/ERR4813884_2.fastq.gz
ERS6420734	ERR5917666	SAMEA8741151	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5917666/ERR5917666_1.fastq.gz
ERS6420734	ERR5917666	SAMEA8741151	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5917666/ERR5917666_2.fastq.gz
ERS5282410	ERR4797387	SAMEA7525937	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4797387/ERR4797387_1.fastq.gz
ERS5282410	ERR4797387	SAMEA7525937	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4797387/ERR4797387_2.fastq.gz
ERS5318449	ERR4829376	SAMEA7561814	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/006/ERR4829376/ERR4829376_1.fastq.gz
ERS5318449	ERR4829376	SAMEA7561814	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/006/ERR4829376/ERR4829376_2.fastq.gz
ERS3371642	ERR3287427	SAMEA5569620	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3287427/ERR3287427_1.fastq.gz
ERS3371642	ERR3287427	SAMEA5569620	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3287427/ERR3287427_2.fastq.gz
ERS3371891	ERR3287676	SAMEA5569869	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287676/ERR3287676_1.fastq.gz
ERS3371891	ERR3287676	SAMEA5569869	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287676/ERR3287676_2.fastq.gz
ERS2394953	ERR2510637	SAMEA1102340	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510637/ERR2510637_1.fastq.gz
ERS2394953	ERR2510637	SAMEA1102340	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510637/ERR2510637_2.fastq.gz
ERS6421789	ERR8700378	SAMEA8742207	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR870/008/ERR8700378/ERR8700378_1.fastq.gz
ERS6421789	ERR8700378	SAMEA8742207	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR870/008/ERR8700378/ERR8700378_2.fastq.gz
ERS5301001	ERR4811283	SAMEA7544343	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811283/ERR4811283_1.fastq.gz
ERS5301001	ERR4811283	SAMEA7544343	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811283/ERR4811283_2.fastq.gz
ERS3371635	ERR3287420	SAMEA5569613	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287420/ERR3287420_1.fastq.gz
ERS3371635	ERR3287420	SAMEA5569613	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287420/ERR3287420_2.fastq.gz
ERS5298030	ERR4809040	SAMEA7541577	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809040/ERR4809040_1.fastq.gz
ERS5298030	ERR4809040	SAMEA7541577	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809040/ERR4809040_2.fastq.gz
ERS5281956	ERR4796940	SAMEA7525482	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4796940/ERR4796940_1.fastq.gz
ERS5281956	ERR4796940	SAMEA7525482	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4796940/ERR4796940_2.fastq.gz
ERS5282768	ERR4797742	SAMEA7526295	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4797742/ERR4797742_1.fastq.gz
ERS5282768	ERR4797742	SAMEA7526295	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4797742/ERR4797742_2.fastq.gz
ERS5319721	ERR4830648	SAMEA7563088	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4830648/ERR4830648_1.fastq.gz
ERS5319721	ERR4830648	SAMEA7563088	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4830648/ERR4830648_2.fastq.gz
ERS5281797	ERR4796820	SAMEA7525323	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4796820/ERR4796820_1.fastq.gz
ERS5281797	ERR4796820	SAMEA7525323	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4796820/ERR4796820_2.fastq.gz
ERS6402749	ERR8975053	SAMEA8718303	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/003/ERR8975053/ERR8975053_1.fastq.gz
ERS6402749	ERR8975053	SAMEA8718303	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/003/ERR8975053/ERR8975053_2.fastq.gz
ERS2395156	ERR2510840	SAMEA1103114	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510840/ERR2510840_1.fastq.gz
ERS2395156	ERR2510840	SAMEA1103114	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510840/ERR2510840_2.fastq.gz
ERS2394733	ERR2510417	SAMEA1101715	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510417/ERR2510417_1.fastq.gz
ERS2394733	ERR2510417	SAMEA1101715	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510417/ERR2510417_2.fastq.gz
ERS5303106	ERR4812946	SAMEA7546451	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4812946/ERR4812946_1.fastq.gz
ERS5303106	ERR4812946	SAMEA7546451	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4812946/ERR4812946_2.fastq.gz
ERS5318985	ERR4829912	SAMEA7562351	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4829912/ERR4829912_1.fastq.gz
ERS5318985	ERR4829912	SAMEA7562351	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4829912/ERR4829912_2.fastq.gz
ERS5317666	ERR4828593	SAMEA7561030	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4828593/ERR4828593_1.fastq.gz
ERS5317666	ERR4828593	SAMEA7561030	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4828593/ERR4828593_2.fastq.gz
ERS5303180	ERR4813020	SAMEA7546525	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4813020/ERR4813020_1.fastq.gz
ERS5303180	ERR4813020	SAMEA7546525	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4813020/ERR4813020_2.fastq.gz
ERS5301030	ERR4811312	SAMEA7544372	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811312/ERR4811312_1.fastq.gz
ERS5301030	ERR4811312	SAMEA7544372	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811312/ERR4811312_2.fastq.gz
ERS5319874	ERR4830801	SAMEA7563241	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4830801/ERR4830801_1.fastq.gz
ERS5319874	ERR4830801	SAMEA7563241	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4830801/ERR4830801_2.fastq.gz
ERS5320841	ERR4831894	SAMEA7564210	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4831894/ERR4831894_1.fastq.gz
ERS5320841	ERR4831894	SAMEA7564210	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4831894/ERR4831894_2.fastq.gz
ERS5320802	ERR4831855	SAMEA7564171	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4831855/ERR4831855_1.fastq.gz
ERS5320802	ERR4831855	SAMEA7564171	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4831855/ERR4831855_2.fastq.gz
ERS5312418	ERR4822354	SAMEA7555775	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4822354/ERR4822354_1.fastq.gz
ERS5312418	ERR4822354	SAMEA7555775	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4822354/ERR4822354_2.fastq.gz
ERS5283050	ERR4798023	SAMEA7526577	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4798023/ERR4798023_1.fastq.gz
ERS5283050	ERR4798023	SAMEA7526577	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4798023/ERR4798023_2.fastq.gz
ERS5303551	ERR4813391	SAMEA7546896	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4813391/ERR4813391_1.fastq.gz
ERS5303551	ERR4813391	SAMEA7546896	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4813391/ERR4813391_2.fastq.gz
ERS3371751	ERR3287536	SAMEA5569729	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287536/ERR3287536_1.fastq.gz
ERS3371751	ERR3287536	SAMEA5569729	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287536/ERR3287536_2.fastq.gz
ERS5302989	ERR4812829	SAMEA7546334	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4812829/ERR4812829_1.fastq.gz
ERS5302989	ERR4812829	SAMEA7546334	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4812829/ERR4812829_2.fastq.gz
ERS5298059	ERR4809069	SAMEA7541606	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809069/ERR4809069_1.fastq.gz
ERS5298059	ERR4809069	SAMEA7541606	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809069/ERR4809069_2.fastq.gz
ERS3371941	ERR3287726	SAMEA5569920	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287726/ERR3287726_1.fastq.gz
ERS3371941	ERR3287726	SAMEA5569920	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287726/ERR3287726_2.fastq.gz
ERS5300763	ERR4811045	SAMEA7544105	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811045/ERR4811045_1.fastq.gz
ERS5300763	ERR4811045	SAMEA7544105	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811045/ERR4811045_2.fastq.gz
ERS5303632	ERR4813472	SAMEA7546978	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4813472/ERR4813472_1.fastq.gz
ERS5303632	ERR4813472	SAMEA7546978	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4813472/ERR4813472_2.fastq.gz
ERS5301023	ERR4811305	SAMEA7544365	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811305/ERR4811305_1.fastq.gz
ERS5301023	ERR4811305	SAMEA7544365	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811305/ERR4811305_2.fastq.gz
ERS2394862	ERR2510546	SAMEA1102215	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510546/ERR2510546_1.fastq.gz
ERS2394862	ERR2510546	SAMEA1102215	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510546/ERR2510546_2.fastq.gz
ERS5320018	ERR4830945	SAMEA7563385	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4830945/ERR4830945_1.fastq.gz
ERS5320018	ERR4830945	SAMEA7563385	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4830945/ERR4830945_2.fastq.gz
ERS5298263	ERR4809273	SAMEA7541811	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809273/ERR4809273_1.fastq.gz
ERS5298263	ERR4809273	SAMEA7541811	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809273/ERR4809273_2.fastq.gz
ERS6403289	ERR8975718	SAMEA8718844	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/008/ERR8975718/ERR8975718_1.fastq.gz
ERS6403289	ERR8975718	SAMEA8718844	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/008/ERR8975718/ERR8975718_2.fastq.gz
ERS3371618	ERR3287403	SAMEA5569596	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287403/ERR3287403_1.fastq.gz
ERS3371618	ERR3287403	SAMEA5569596	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287403/ERR3287403_2.fastq.gz
ERS5312456	ERR4822392	SAMEA7555813	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4822392/ERR4822392_1.fastq.gz
ERS5312456	ERR4822392	SAMEA7555813	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4822392/ERR4822392_2.fastq.gz
ERS5281608	ERR4796677	SAMEA7525133	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4796677/ERR4796677_1.fastq.gz
ERS5281608	ERR4796677	SAMEA7525133	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4796677/ERR4796677_2.fastq.gz
ERS6420752	ERR5917684	SAMEA8741169	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5917684/ERR5917684_1.fastq.gz
ERS6420752	ERR5917684	SAMEA8741169	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5917684/ERR5917684_2.fastq.gz
ERS5320081	ERR4831008	SAMEA7563449	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4831008/ERR4831008_1.fastq.gz
ERS5320081	ERR4831008	SAMEA7563449	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4831008/ERR4831008_2.fastq.gz
ERS3371717	ERR3287502	SAMEA5569695	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287502/ERR3287502_1.fastq.gz
ERS3371717	ERR3287502	SAMEA5569695	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287502/ERR3287502_2.fastq.gz
ERS5303248	ERR4813088	SAMEA7546593	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4813088/ERR4813088_1.fastq.gz
ERS5303248	ERR4813088	SAMEA7546593	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4813088/ERR4813088_2.fastq.gz
ERS5303526	ERR4813366	SAMEA7546871	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4813366/ERR4813366_1.fastq.gz
ERS5303526	ERR4813366	SAMEA7546871	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4813366/ERR4813366_2.fastq.gz
ERS5312440	ERR4822376	SAMEA7555797	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/006/ERR4822376/ERR4822376_1.fastq.gz
ERS5312440	ERR4822376	SAMEA7555797	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/006/ERR4822376/ERR4822376_2.fastq.gz
ERS5281901	ERR4796885	SAMEA7525427	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4796885/ERR4796885_1.fastq.gz
ERS5281901	ERR4796885	SAMEA7525427	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4796885/ERR4796885_2.fastq.gz
ERS5298334	ERR4809344	SAMEA7541882	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809344/ERR4809344_1.fastq.gz
ERS5298334	ERR4809344	SAMEA7541882	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809344/ERR4809344_2.fastq.gz
ERS5319905	ERR4830832	SAMEA7563272	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4830832/ERR4830832_1.fastq.gz
ERS5319905	ERR4830832	SAMEA7563272	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4830832/ERR4830832_2.fastq.gz
ERS5300687	ERR4810969	SAMEA7544029	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4810969/ERR4810969_1.fastq.gz
ERS5300687	ERR4810969	SAMEA7544029	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4810969/ERR4810969_2.fastq.gz
ERS5312652	ERR4822588	SAMEA7556010	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4822588/ERR4822588_1.fastq.gz
ERS5312652	ERR4822588	SAMEA7556010	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4822588/ERR4822588_2.fastq.gz
ERS5320099	ERR4831026	SAMEA7563467	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4831026/ERR4831026_1.fastq.gz
ERS5320099	ERR4831026	SAMEA7563467	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4831026/ERR4831026_2.fastq.gz
ERS5320704	ERR4831757	SAMEA7564072	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4831757/ERR4831757_1.fastq.gz
ERS5320704	ERR4831757	SAMEA7564072	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4831757/ERR4831757_2.fastq.gz
ERS5301006	ERR4811288	SAMEA7544348	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811288/ERR4811288_1.fastq.gz
ERS5301006	ERR4811288	SAMEA7544348	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811288/ERR4811288_2.fastq.gz
ERS6403243	ERR8975672	SAMEA8718798	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/002/ERR8975672/ERR8975672_1.fastq.gz
ERS6403243	ERR8975672	SAMEA8718798	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/002/ERR8975672/ERR8975672_2.fastq.gz
